order_id,sku,customer_id,customer_name,qty,priority,create_time,due_time,actual_completion_time,estimated_proc_hours,status,machine_type,family
WO-2026-047659,TLM-011,C012,蔚来汽车,220,P1,2026-02-17 13:00:00,2026-02-19 20:00:00,2026-02-19 16:49:41,0.64,已完工,油压,TLM
WO-2025-047660,VEN-012,C018,李尔,586,P2,2025-05-08 15:00:00,2025-05-13 04:00:00,2025-05-12 16:31:00,2.98,已完工,全电动,VEN
WO-2024-047661,WLC-008,C019,布雷博,255,P0,2024-02-24 14:00:00,2024-02-26 06:00:00,2024-02-25 20:59:01,0.13,已完工,双色,WLC
WO-2026-047662,BUM-002,C013,问界,126,P1,2026-04-14 12:00:00,2026-04-19 06:00:00,,0.24,加工中,油压,BUM
WO-2026-047663,LRB-015,C019,布雷博,130,P2,2026-02-04 08:00:00,2026-02-09 14:00:00,2026-02-09 11:16:25,0.13,已完工,两板,LRB
WO-2026-047664,WLC-019,C003,伟世通,168,P2,2026-02-03 18:00:00,2026-02-12 17:00:00,2026-02-12 14:56:16,0.58,已完工,双色,WLC
WO-2024-047665,TLP-021,C002,本田技研,152,P0,2024-12-01 18:00:00,2024-12-03 13:00:00,2024-12-03 01:27:55,0.23,已完工,双色,TLP
WO-2025-047666,VEN-027,C007,零跑汽车,50,P1,2025-01-26 13:00:00,2025-01-31 03:00:00,2025-01-31 02:00:20,0.51,已完工,全电动,VEN
WO-2024-047667,DUO-007,C020,采埃孚,1512,P2,2024-06-01 15:00:00,2024-06-10 13:00:00,,6.45,待开工,双色,DUO
WO-2025-047668,VEN-012,C009,路特斯,461,P1,2025-05-14 12:00:00,2025-05-19 12:00:00,2025-05-19 13:33:32,2.03,已完工,全电动,VEN
WO-2025-047669,CUP-002,C017,麦格纳,160,P2,2025-09-06 17:00:00,2025-09-14 17:00:00,,2.0,加工中,全电动,CUP
WO-2026-047670,BUM-017,C003,伟世通,57,P0,2026-01-18 10:00:00,2026-01-19 21:00:00,,0.07,待开工,油压,BUM
WO-2025-047671,LFR-015,C006,小鹏汽车,220,P2,2025-11-23 10:00:00,2025-11-29 04:00:00,2025-11-29 09:50:49,0.38,已完工,两板,LFR
WO-2025-047672,BUM-006,C003,伟世通,67,P0,2025-10-17 10:00:00,2025-10-19 02:00:00,2025-10-19 06:09:47,0.45,已完工,油压,BUM
WO-2025-047673,LFR-017,C019,布雷博,1771,P1,2025-04-01 13:00:00,2025-04-05 18:00:00,2025-04-05 22:32:27,3.35,已完工,两板,LFR
WO-2025-047674,TLP-025,C003,伟世通,230,P2,2025-10-24 15:00:00,2025-10-29 21:00:00,2025-10-30 01:21:10,1.04,已完工,双色,TLP
WO-2024-047675,WLC-020,C015,马瑞利,284,P1,2024-06-21 14:00:00,2024-06-25 05:00:00,2024-06-25 02:31:01,0.6,已完工,双色,WLC
WO-2024-047676,TLP-013,C018,李尔,227,P2,2024-09-26 11:00:00,2024-10-04 11:00:00,2024-10-04 01:27:32,0.37,已完工,双色,TLP
WO-2026-047677,LFR-013,C013,问界,1106,P1,2026-01-03 16:00:00,2026-01-07 12:00:00,2026-01-07 03:30:41,2.97,已完工,两板,LFR
WO-2025-047678,BUM-008,C019,布雷博,1339,P1,2025-12-26 15:00:00,2025-12-31 06:00:00,2025-12-31 09:01:54,2.62,已完工,油压,BUM
WO-2025-047679,TLM-005,C020,采埃孚,68,P1,2025-10-17 17:00:00,2025-10-22 14:00:00,,0.11,待开工,油压,TLM
WO-2025-047680,LRB-021,C002,本田技研,320,P2,2025-08-22 08:00:00,2025-08-31 21:00:00,2025-09-01 00:16:17,1.87,已完工,两板,LRB
WO-2024-047681,WLC-012,C001,东风彼欧,144,P0,2024-12-17 09:00:00,2024-12-18 07:00:00,2024-12-18 02:29:51,1.05,已完工,双色,WLC
WO-2024-047682,HND-025,C007,零跑汽车,76,P2,2024-11-15 12:00:00,2024-11-21 11:00:00,2024-11-21 13:21:26,0.46,已完工,油压,HND
WO-2024-047683,HND-008,C015,马瑞利,229,P1,2024-06-20 08:00:00,2024-06-22 16:00:00,2024-06-22 12:43:59,0.28,已完工,油压,HND
WO-2025-047684,TLP-006,C019,布雷博,55,P0,2025-09-18 09:00:00,2025-09-20 07:00:00,2025-09-20 09:23:48,0.11,已完工,双色,TLP
WO-2025-047685,HND-023,C002,本田技研,188,P0,2025-02-27 09:00:00,2025-02-28 15:00:00,2025-02-28 13:39:24,1.86,已完工,油压,HND
WO-2025-047686,LFR-009,C018,李尔,90,P2,2025-12-26 12:00:00,2026-01-04 17:00:00,2026-01-04 05:03:59,0.12,已完工,两板,LFR
WO-2025-047687,VEN-008,C019,布雷博,104,P2,2025-10-04 13:00:00,2025-10-09 01:00:00,,1.02,加工中,全电动,VEN
WO-2025-047688,VEN-028,C017,麦格纳,50,P1,2024-12-31 10:00:00,2025-01-04 13:00:00,2025-01-04 13:46:54,0.03,已完工,全电动,VEN
WO-2026-047689,LFR-010,C015,马瑞利,162,P0,2026-02-12 18:00:00,2026-02-14 03:00:00,2026-02-13 21:37:56,1.03,已完工,两板,LFR
WO-2024-047690,LFR-021,C010,极氪,133,P1,2024-06-27 14:00:00,2024-07-01 09:00:00,2024-07-01 08:51:12,1.53,已完工,两板,LFR
WO-2024-047691,HND-018,C017,麦格纳,50,P1,2024-05-05 16:00:00,2024-05-10 03:00:00,2024-05-09 20:38:04,0.06,已完工,油压,HND
WO-2025-047692,LRB-013,C018,李尔,148,P2,2025-09-07 14:00:00,2025-09-15 11:00:00,2025-09-15 09:17:41,1.91,已完工,两板,LRB
WO-2025-047693,HND-027,C013,问界,50,P1,2025-02-13 10:00:00,2025-02-18 08:00:00,2025-02-18 08:57:37,0.08,已完工,油压,HND
WO-2026-047694,LFR-015,C017,麦格纳,50,P0,2026-04-28 17:00:00,2026-04-29 13:00:00,2026-04-29 16:42:52,0.09,已完工,两板,LFR
WO-2026-047695,CUP-028,C020,采埃孚,601,P0,2026-01-27 13:00:00,2026-01-28 16:00:00,2026-01-28 16:31:14,8.17,已完工,全电动,CUP
WO-2025-047696,BUM-001,C003,伟世通,261,P1,2025-01-22 10:00:00,2025-01-26 23:00:00,2025-01-26 22:06:48,0.38,已完工,油压,BUM
WO-2026-047697,BUM-007,C005,比亚迪,141,P2,2026-03-02 14:00:00,2026-03-08 09:00:00,2026-03-08 14:12:54,0.48,已完工,油压,BUM
WO-2026-047698,HND-027,C005,比亚迪,87,P2,2026-04-11 16:00:00,2026-04-20 20:00:00,2026-04-20 18:56:11,0.13,已完工,油压,HND
WO-2024-047699,DRH-016,C019,布雷博,124,P2,2024-10-25 13:00:00,2024-11-02 11:00:00,,0.09,加工中,全电动,DRH
WO-2024-047700,WLC-017,C014,阿维塔,238,P1,2024-11-19 16:00:00,2024-11-24 11:00:00,2024-11-24 07:51:55,0.34,已完工,双色,WLC
WO-2024-047701,BUM-020,C009,路特斯,73,P0,2024-05-29 18:00:00,2024-05-30 19:00:00,2024-05-30 18:24:17,0.18,已完工,油压,BUM
WO-2026-047702,VEN-018,C015,马瑞利,224,P0,2026-04-08 18:00:00,2026-04-10 07:00:00,2026-04-10 10:37:24,1.84,已完工,全电动,VEN
WO-2025-047703,TLP-006,C009,路特斯,583,P2,2025-07-22 10:00:00,2025-07-26 14:00:00,,1.22,待开工,双色,TLP
WO-2025-047704,BUM-012,C014,阿维塔,588,P2,2025-12-28 16:00:00,2026-01-03 04:00:00,2026-01-03 02:18:25,1.43,已完工,油压,BUM
WO-2024-047705,VEN-014,C003,伟世通,69,P2,2024-01-20 12:00:00,2024-01-25 10:00:00,2024-01-25 08:27:48,0.09,已完工,全电动,VEN
WO-2026-047706,CUP-005,C018,李尔,126,P2,2026-04-27 14:00:00,2026-05-04 23:00:00,2026-05-04 20:23:10,0.04,已完工,全电动,CUP
WO-2024-047707,VEN-014,C016,安波福,180,P1,2024-08-03 18:00:00,2024-08-07 21:00:00,,0.23,加工中,全电动,VEN
WO-2025-047708,TLM-007,C012,蔚来汽车,228,P1,2025-09-12 13:00:00,2025-09-15 10:00:00,2025-09-14 22:21:54,0.87,已完工,油压,TLM
WO-2024-047709,DUO-023,C008,岚图汽车,296,P2,2024-01-15 12:00:00,2024-01-20 02:00:00,2024-01-20 03:04:31,4.63,已完工,双色,DUO
WO-2025-047710,DUO-019,C006,小鹏汽车,100,P2,2025-07-09 16:00:00,2025-07-19 02:00:00,2025-07-18 19:58:56,0.54,已完工,双色,DUO
WO-2024-047711,LRB-019,C019,布雷博,261,P1,2024-04-27 08:00:00,2024-05-01 08:00:00,2024-05-01 13:28:50,0.26,已完工,两板,LRB
WO-2025-047712,TLM-013,C005,比亚迪,488,P1,2025-09-29 09:00:00,2025-10-02 17:00:00,,4.08,加工中,油压,TLM
WO-2026-047713,LRB-006,C004,佛吉亚,50,P1,2026-03-10 16:00:00,2026-03-14 01:00:00,,0.02,待开工,两板,LRB
WO-2024-047714,DRH-022,C005,比亚迪,336,P2,2024-03-14 10:00:00,2024-03-20 21:00:00,2024-03-21 02:59:08,2.3,已完工,全电动,DRH
WO-2025-047715,LRB-018,C012,蔚来汽车,50,P2,2025-06-22 08:00:00,2025-06-26 22:00:00,,0.19,待开工,两板,LRB
WO-2025-047716,CUP-012,C017,麦格纳,167,P0,2025-09-13 15:00:00,2025-09-15 15:00:00,2025-09-15 09:41:21,0.12,已完工,全电动,CUP
WO-2024-047717,LFR-003,C003,伟世通,618,P1,2024-03-26 11:00:00,2024-03-30 04:00:00,,0.59,加工中,两板,LFR
WO-2024-047718,BUM-017,C007,零跑汽车,65,P1,2024-07-08 11:00:00,2024-07-10 11:00:00,2024-07-10 03:36:15,0.08,已完工,油压,BUM
WO-2024-047719,VEN-021,C006,小鹏汽车,215,P2,2024-04-11 17:00:00,2024-04-16 22:00:00,,3.49,待开工,全电动,VEN
WO-2025-047720,DRH-027,C001,东风彼欧,447,P1,2025-03-11 14:00:00,2025-03-16 08:00:00,,0.8,加工中,全电动,DRH
WO-2024-047721,TLM-023,C005,比亚迪,368,P2,2024-01-03 13:00:00,2024-01-12 19:00:00,2024-01-12 12:01:50,1.75,已完工,油压,TLM
WO-2026-047722,CUP-017,C010,极氪,108,P2,2026-02-08 14:00:00,2026-02-13 17:00:00,,0.18,待开工,全电动,CUP
WO-2026-047723,DUO-017,C006,小鹏汽车,76,P1,2026-04-28 13:00:00,2026-05-01 07:00:00,2026-05-01 07:42:11,0.21,已完工,双色,DUO
WO-2025-047724,BUM-021,C016,安波福,143,P1,2025-03-05 12:00:00,2025-03-09 00:00:00,2025-03-08 16:43:08,2.43,已完工,油压,BUM
WO-2024-047725,CUP-026,C016,安波福,173,P1,2024-02-19 16:00:00,2024-02-22 17:00:00,,0.58,待开工,全电动,CUP
WO-2025-047726,DRH-029,C003,伟世通,206,P1,2025-05-19 17:00:00,2025-05-21 18:00:00,2025-05-21 22:12:29,0.31,已完工,全电动,DRH
WO-2025-047727,TLM-011,C019,布雷博,82,P2,2025-08-26 17:00:00,2025-09-01 12:00:00,2025-09-01 10:23:38,0.26,已完工,油压,TLM
WO-2026-047728,TLM-025,C018,李尔,168,P2,2026-03-14 18:00:00,2026-03-18 20:00:00,2026-03-18 20:14:20,0.3,已完工,油压,TLM
WO-2024-047729,CUP-026,C017,麦格纳,344,P1,2024-01-07 12:00:00,2024-01-11 21:00:00,2024-01-11 09:55:26,1.09,已完工,全电动,CUP
WO-2025-047730,LFR-003,C013,问界,269,P2,2025-03-02 11:00:00,2025-03-10 19:00:00,2025-03-11 00:38:20,0.24,已完工,两板,LFR
WO-2025-047731,WLC-018,C014,阿维塔,373,P2,2025-12-19 16:00:00,2025-12-25 00:00:00,2025-12-24 14:56:18,1.17,已完工,双色,WLC
WO-2024-047732,WLC-020,C016,安波福,133,P1,2024-11-22 16:00:00,2024-11-26 15:00:00,2024-11-26 12:34:55,0.32,已完工,双色,WLC
WO-2025-047733,DUO-018,C011,理想汽车,229,P1,2025-01-08 14:00:00,2025-01-10 21:00:00,2025-01-10 21:50:01,0.43,已完工,双色,DUO
WO-2024-047734,TLM-017,C013,问界,196,P1,2024-11-29 13:00:00,2024-12-02 23:00:00,,0.29,加工中,油压,TLM
WO-2024-047735,LFR-010,C001,东风彼欧,203,P1,2024-03-05 13:00:00,2024-03-08 01:00:00,2024-03-07 17:22:23,1.36,已完工,两板,LFR
WO-2025-047736,HND-017,C001,东风彼欧,448,P2,2025-09-18 10:00:00,2025-09-25 07:00:00,2025-09-25 11:59:31,0.54,已完工,油压,HND
WO-2024-047737,LFR-018,C009,路特斯,225,P1,2024-05-18 10:00:00,2024-05-20 13:00:00,,0.65,待开工,两板,LFR
WO-2024-047738,VEN-025,C010,极氪,574,P1,2024-11-13 12:00:00,2024-11-15 22:00:00,2024-11-15 17:32:04,1.82,已完工,全电动,VEN
WO-2025-047739,TLM-023,C018,李尔,150,P0,2025-06-30 15:00:00,2025-07-01 22:00:00,2025-07-01 10:16:53,0.71,已完工,油压,TLM
WO-2025-047740,LRB-010,C012,蔚来汽车,50,P1,2025-08-06 15:00:00,2025-08-10 23:00:00,2025-08-10 11:06:38,0.28,已完工,两板,LRB
WO-2024-047741,DUO-020,C005,比亚迪,194,P2,2024-02-19 15:00:00,2024-02-29 12:00:00,,2.76,待开工,双色,DUO
WO-2024-047742,TLM-020,C012,蔚来汽车,662,P1,2024-04-17 16:00:00,2024-04-20 06:00:00,,0.23,加工中,油压,TLM
WO-2025-047743,TLM-013,C013,问界,422,P2,2025-02-20 15:00:00,2025-02-26 13:00:00,2025-02-26 18:41:21,3.49,已完工,油压,TLM
WO-2024-047744,DUO-023,C001,东风彼欧,678,P2,2024-05-06 15:00:00,2024-05-11 10:00:00,,10.5,加工中,双色,DUO
WO-2026-047745,LFR-001,C008,岚图汽车,50,P2,2026-01-05 13:00:00,2026-01-14 23:00:00,2026-01-14 14:59:39,0.18,已完工,两板,LFR
WO-2026-047746,HND-012,C001,东风彼欧,360,P2,2026-01-14 10:00:00,2026-01-18 18:00:00,2026-01-18 07:36:19,1.77,已完工,油压,HND
WO-2025-047747,HND-021,C017,麦格纳,78,P2,2025-01-11 10:00:00,2025-01-15 22:00:00,,1.33,加工中,油压,HND
WO-2025-047748,CUP-010,C017,麦格纳,50,P2,2025-06-27 12:00:00,2025-07-03 18:00:00,,0.39,待开工,全电动,CUP
WO-2025-047749,LRB-008,C016,安波福,66,P2,2025-12-06 12:00:00,2025-12-12 06:00:00,2025-12-12 09:24:40,0.09,已完工,两板,LRB
WO-2025-047750,VEN-022,C009,路特斯,293,P2,2025-10-11 09:00:00,2025-10-18 11:00:00,,0.99,待开工,全电动,VEN
WO-2024-047751,TLM-019,C005,比亚迪,140,P1,2024-12-05 08:00:00,2024-12-07 20:00:00,2024-12-07 16:51:41,0.22,已完工,油压,TLM
WO-2024-047752,BUM-012,C014,阿维塔,122,P2,2024-12-14 09:00:00,2024-12-21 21:00:00,2024-12-21 09:16:00,0.25,已完工,油压,BUM
WO-2025-047753,TLP-022,C013,问界,167,P0,2025-03-05 08:00:00,2025-03-06 16:00:00,,1.08,已取消,双色,TLP
WO-2024-047754,CUP-011,C005,比亚迪,240,P2,2024-08-05 17:00:00,2024-08-09 19:00:00,2024-08-09 19:31:54,0.49,已完工,全电动,CUP
WO-2026-047755,DUO-013,C003,伟世通,1535,P0,2026-02-12 13:00:00,2026-02-14 06:00:00,2026-02-14 01:18:16,11.9,已完工,双色,DUO
WO-2025-047756,TLP-018,C008,岚图汽车,193,P1,2025-03-16 14:00:00,2025-03-21 04:00:00,2025-03-21 01:23:59,1.25,已完工,双色,TLP
WO-2025-047757,DRH-019,C012,蔚来汽车,85,P1,2025-01-23 10:00:00,2025-01-26 08:00:00,2025-01-26 00:11:11,0.1,已完工,全电动,DRH
WO-2025-047758,VEN-015,C012,蔚来汽车,411,P2,2025-03-29 12:00:00,2025-04-05 10:00:00,2025-04-05 02:18:16,3.57,已完工,全电动,VEN
WO-2024-047759,WLC-001,C013,问界,159,P2,2024-07-23 17:00:00,2024-07-30 02:00:00,2024-07-29 22:48:14,0.98,已完工,双色,WLC
WO-2026-047760,HND-020,C002,本田技研,88,P2,2026-04-14 12:00:00,2026-04-20 09:00:00,2026-04-20 13:59:26,0.81,已完工,油压,HND
WO-2025-047761,DRH-022,C002,本田技研,1116,P1,2025-07-20 15:00:00,2025-07-23 12:00:00,2025-07-23 06:32:36,7.02,已完工,全电动,DRH
WO-2024-047762,DRH-023,C004,佛吉亚,103,P2,2024-05-18 13:00:00,2024-05-27 02:00:00,2024-05-27 05:29:39,0.09,已完工,全电动,DRH
WO-2025-047763,TLP-014,C016,安波福,79,P2,2025-04-13 18:00:00,2025-04-23 03:00:00,2025-04-23 02:28:09,0.15,已完工,双色,TLP
WO-2025-047764,CUP-007,C008,岚图汽车,68,P2,2025-05-02 17:00:00,2025-05-07 14:00:00,2025-05-07 10:51:54,0.1,已完工,全电动,CUP
WO-2025-047765,LRB-015,C011,理想汽车,116,P2,2025-02-10 14:00:00,2025-02-20 11:00:00,2025-02-20 12:44:27,0.11,已完工,两板,LRB
WO-2025-047766,LRB-013,C015,马瑞利,237,P2,2025-04-16 17:00:00,2025-04-25 01:00:00,,3.02,加工中,两板,LRB
WO-2026-047767,CUP-002,C004,佛吉亚,50,P1,2026-03-29 08:00:00,2026-04-01 14:00:00,2026-04-01 07:42:08,0.59,已完工,全电动,CUP
WO-2025-047768,CUP-023,C013,问界,240,P2,2025-01-09 16:00:00,2025-01-15 15:00:00,2025-01-15 06:09:01,1.85,已完工,全电动,CUP
WO-2025-047769,DRH-022,C017,麦格纳,84,P1,2025-12-08 14:00:00,2025-12-13 03:00:00,2025-12-13 08:16:40,0.57,已完工,全电动,DRH
WO-2025-047770,WLC-001,C005,比亚迪,209,P2,2025-02-19 18:00:00,2025-02-27 22:00:00,2025-02-27 20:17:21,1.2,已完工,双色,WLC
WO-2026-047771,HND-021,C010,极氪,50,P2,2026-02-24 09:00:00,2026-03-05 03:00:00,2026-03-05 01:44:58,0.87,已完工,油压,HND
WO-2024-047772,HND-012,C009,路特斯,72,P2,2024-12-20 14:00:00,2024-12-29 08:00:00,,0.35,加工中,油压,HND
WO-2025-047773,TLM-028,C014,阿维塔,126,P1,2025-07-17 14:00:00,2025-07-21 00:00:00,,0.24,加工中,油压,TLM
WO-2024-047774,DUO-007,C003,伟世通,284,P0,2024-12-26 08:00:00,2024-12-27 04:00:00,2024-12-27 01:00:25,1.19,已完工,双色,DUO
WO-2024-047775,LFR-010,C006,小鹏汽车,104,P0,2024-06-12 08:00:00,2024-06-14 07:00:00,2024-06-14 00:08:25,0.66,已完工,两板,LFR
WO-2025-047776,TLP-019,C009,路特斯,223,P1,2025-08-31 14:00:00,2025-09-02 15:00:00,,0.71,待开工,双色,TLP
WO-2024-047777,LRB-022,C008,岚图汽车,599,P1,2024-06-14 08:00:00,2024-06-18 22:00:00,2024-06-18 22:35:46,1.21,已完工,两板,LRB
WO-2025-047778,TLM-008,C018,李尔,145,P2,2025-12-13 16:00:00,2025-12-21 21:00:00,2025-12-21 19:00:45,2.38,已完工,油压,TLM
WO-2024-047779,BUM-002,C019,布雷博,95,P1,2024-08-03 13:00:00,2024-08-05 21:00:00,2024-08-05 19:56:36,0.2,已完工,油压,BUM
WO-2025-047780,LFR-016,C002,本田技研,76,P0,2025-06-12 11:00:00,2025-06-13 11:00:00,2025-06-13 13:58:58,0.77,已完工,两板,LFR
WO-2026-047781,BUM-011,C009,路特斯,603,P2,2026-04-02 09:00:00,2026-04-10 09:00:00,2026-04-10 11:14:14,0.94,已完工,油压,BUM
WO-2024-047782,DUO-012,C013,问界,588,P2,2024-04-30 14:00:00,2024-05-08 13:00:00,2024-05-08 13:34:24,1.16,已完工,双色,DUO
WO-2025-047783,CUP-004,C009,路特斯,199,P2,2025-02-20 13:00:00,2025-03-02 08:00:00,,0.23,待开工,全电动,CUP
WO-2026-047784,BUM-001,C005,比亚迪,50,P1,2026-04-11 13:00:00,2026-04-14 23:00:00,2026-04-14 14:22:25,0.07,已完工,油压,BUM
WO-2025-047785,CUP-016,C007,零跑汽车,168,P2,2025-03-07 16:00:00,2025-03-15 02:00:00,2025-03-15 01:30:07,0.11,已完工,全电动,CUP
WO-2025-047786,HND-015,C013,问界,724,P2,2025-02-18 14:00:00,2025-02-28 08:00:00,2025-02-28 10:38:19,0.34,已完工,油压,HND
WO-2025-047787,WLC-003,C013,问界,195,P2,2025-03-22 08:00:00,2025-03-31 20:00:00,2025-03-31 08:54:16,0.77,已完工,双色,WLC
WO-2025-047788,TLP-024,C018,李尔,102,P1,2025-07-23 10:00:00,2025-07-26 15:00:00,2025-07-26 05:53:37,0.57,已完工,双色,TLP
WO-2025-047789,DUO-002,C007,零跑汽车,189,P1,2025-08-31 09:00:00,2025-09-04 04:00:00,2025-09-03 21:42:35,0.93,已完工,双色,DUO
WO-2025-047790,DUO-013,C002,本田技研,112,P1,2025-05-29 13:00:00,2025-06-01 13:00:00,2025-06-01 17:39:07,0.92,已完工,双色,DUO
WO-2024-047791,CUP-020,C018,李尔,432,P1,2024-01-08 09:00:00,2024-01-11 23:00:00,2024-01-11 14:13:35,0.86,已完工,全电动,CUP
WO-2026-047792,DRH-013,C020,采埃孚,173,P0,2026-02-02 17:00:00,2026-02-03 18:00:00,2026-02-03 13:12:12,0.32,已完工,全电动,DRH
WO-2025-047793,TLP-006,C013,问界,50,P2,2025-11-06 12:00:00,2025-11-14 14:00:00,,0.1,加工中,双色,TLP
WO-2025-047794,WLC-011,C020,采埃孚,80,P2,2025-08-24 18:00:00,2025-08-30 13:00:00,,1.0,加工中,双色,WLC
WO-2024-047795,CUP-023,C012,蔚来汽车,59,P1,2024-06-05 14:00:00,2024-06-07 15:00:00,2024-06-07 07:37:01,0.5,已完工,全电动,CUP
WO-2024-047796,VEN-012,C005,比亚迪,50,P2,2024-01-15 08:00:00,2024-01-20 16:00:00,2024-01-20 19:08:34,0.21,已完工,全电动,VEN
WO-2026-047797,DRH-018,C013,问界,179,P0,2026-02-03 17:00:00,2026-02-04 21:00:00,2026-02-04 21:03:00,1.16,已完工,全电动,DRH
WO-2026-047798,TLM-008,C014,阿维塔,123,P2,2026-03-23 11:00:00,2026-03-30 14:00:00,2026-03-30 02:22:46,2.16,已完工,油压,TLM
WO-2025-047799,CUP-023,C020,采埃孚,764,P1,2025-05-16 18:00:00,2025-05-21 12:00:00,2025-05-21 14:36:15,6.95,已完工,全电动,CUP
WO-2024-047800,LFR-017,C008,岚图汽车,410,P0,2024-02-24 17:00:00,2024-02-26 12:00:00,2024-02-26 09:26:42,0.82,已完工,两板,LFR
WO-2025-047801,DUO-005,C015,马瑞利,121,P2,2025-07-28 14:00:00,2025-08-02 19:00:00,,0.13,加工中,双色,DUO
WO-2024-047802,HND-001,C019,布雷博,534,P2,2024-11-01 08:00:00,2024-11-07 23:00:00,2024-11-07 13:13:17,1.38,已完工,油压,HND
WO-2024-047803,LRB-007,C009,路特斯,235,P0,2024-10-09 10:00:00,2024-10-10 07:00:00,2024-10-10 01:57:32,0.7,已完工,两板,LRB
WO-2025-047804,CUP-002,C012,蔚来汽车,341,P1,2025-04-12 11:00:00,2025-04-14 17:00:00,2025-04-14 11:03:01,4.22,已完工,全电动,CUP
WO-2024-047805,VEN-026,C017,麦格纳,338,P0,2024-01-10 09:00:00,2024-01-11 07:00:00,,2.31,待开工,全电动,VEN
WO-2025-047806,TLM-007,C015,马瑞利,50,P0,2025-12-15 18:00:00,2025-12-16 15:00:00,2025-12-16 19:00:11,0.2,已完工,油压,TLM
WO-2025-047807,WLC-005,C007,零跑汽车,1468,P0,2025-05-29 11:00:00,2025-05-30 20:00:00,2025-05-30 13:34:51,0.59,已完工,双色,WLC
WO-2024-047808,VEN-025,C001,东风彼欧,442,P1,2024-01-25 15:00:00,2024-01-29 16:00:00,2024-01-29 04:55:28,1.6,已完工,全电动,VEN
WO-2025-047809,VEN-010,C006,小鹏汽车,120,P2,2025-02-25 18:00:00,2025-03-03 06:00:00,,0.71,待开工,全电动,VEN
WO-2025-047810,BUM-003,C001,东风彼欧,50,P0,2025-12-09 13:00:00,2025-12-10 15:00:00,2025-12-10 05:04:35,0.09,已完工,油压,BUM
WO-2024-047811,CUP-008,C011,理想汽车,285,P1,2024-10-27 15:00:00,2024-10-31 23:00:00,,0.82,待开工,全电动,CUP
WO-2024-047812,VEN-026,C008,岚图汽车,97,P1,2024-09-15 14:00:00,2024-09-20 08:00:00,,0.79,待开工,全电动,VEN
WO-2024-047813,BUM-021,C005,比亚迪,355,P0,2024-07-22 08:00:00,2024-07-23 10:00:00,2024-07-22 23:26:48,6.96,已完工,油压,BUM
WO-2024-047814,LRB-011,C017,麦格纳,137,P1,2024-04-24 10:00:00,2024-04-27 11:00:00,2024-04-27 10:20:40,0.29,已完工,两板,LRB
WO-2026-047815,CUP-022,C019,布雷博,60,P2,2026-01-20 10:00:00,2026-01-26 10:00:00,,0.07,待开工,全电动,CUP
WO-2025-047816,DRH-001,C014,阿维塔,124,P1,2025-11-11 08:00:00,2025-11-16 02:00:00,2025-11-16 01:11:57,0.28,已完工,全电动,DRH
WO-2025-047817,BUM-014,C015,马瑞利,170,P2,2025-03-17 09:00:00,2025-03-24 05:00:00,2025-03-23 20:39:17,0.42,已完工,油压,BUM
WO-2025-047818,DUO-008,C005,比亚迪,1062,P1,2025-01-28 17:00:00,2025-01-31 00:00:00,2025-01-31 00:15:59,3.83,已完工,双色,DUO
WO-2024-047819,VEN-021,C012,蔚来汽车,644,P2,2024-06-12 17:00:00,2024-06-20 12:00:00,2024-06-20 14:19:16,11.87,已完工,全电动,VEN
WO-2024-047820,TLM-027,C019,布雷博,455,P2,2024-12-19 13:00:00,2024-12-25 14:00:00,2024-12-25 12:37:02,4.32,已完工,油压,TLM
WO-2025-047821,VEN-020,C002,本田技研,76,P1,2025-06-12 16:00:00,2025-06-14 17:00:00,2025-06-14 18:40:04,0.17,已完工,全电动,VEN
WO-2025-047822,HND-009,C007,零跑汽车,69,P2,2025-09-10 11:00:00,2025-09-19 22:00:00,,0.18,待开工,油压,HND
WO-2025-047823,DUO-007,C017,麦格纳,180,P2,2025-04-18 09:00:00,2025-04-26 21:00:00,,0.78,加工中,双色,DUO
WO-2024-047824,LRB-016,C009,路特斯,161,P1,2024-11-23 14:00:00,2024-11-28 07:00:00,,1.03,加工中,两板,LRB
WO-2025-047825,VEN-020,C016,安波福,57,P2,2025-01-06 10:00:00,2025-01-11 02:00:00,2025-01-11 04:08:38,0.13,已完工,全电动,VEN
WO-2025-047826,TLM-020,C019,布雷博,284,P2,2025-03-21 11:00:00,2025-03-28 13:00:00,,0.11,加工中,油压,TLM
WO-2026-047827,CUP-009,C018,李尔,50,P1,2026-04-18 08:00:00,2026-04-20 15:00:00,2026-04-20 04:07:41,0.8,已完工,全电动,CUP
WO-2024-047828,TLM-005,C010,极氪,58,P2,2024-02-04 15:00:00,2024-02-14 06:00:00,,0.1,已取消,油压,TLM
WO-2025-047829,CUP-026,C014,阿维塔,166,P2,2025-09-30 11:00:00,2025-10-06 13:00:00,2025-10-06 14:57:46,0.55,已完工,全电动,CUP
WO-2026-047830,TLM-021,C005,比亚迪,201,P1,2026-02-07 08:00:00,2026-02-11 10:00:00,2026-02-11 11:43:00,0.65,已完工,油压,TLM
WO-2026-047831,HND-021,C015,马瑞利,50,P0,2026-03-15 13:00:00,2026-03-16 09:00:00,2026-03-16 01:52:19,0.82,已完工,油压,HND
WO-2024-047832,DRH-001,C019,布雷博,377,P2,2024-08-02 12:00:00,2024-08-07 22:00:00,2024-08-07 21:47:58,0.88,已完工,全电动,DRH
